No,Type,Mentions,Majas,Date,Link,Media,Sentiment,Category Group,Category,
106,fb-comment,"Cukup tima rahun bayar utang kereta
 cepat pemilu nanti jangan pilih
 prabowo atau capres yang di usung
 gerindra",SINISME ,2026-05-26 23:33:19,https://www.facebook.com/200904022444938/posts/728469246355077,Facebook,Negative,-,-,Irfan Wahidin
107,fb-comment,"Wowo banci jadi presiden jga gak
 berguna untuk rakyat cuma jadi
 kacung kodok",SARKASME ,2026-05-26 23:33:19,https://www.facebook.com/200904022444938/posts/728469246355077,Facebook,Negative,-,-,Shynta Shynta
108,fb-comment,"Kenapa g d periksa dlu pak wowo
 Wiwi sama Luhut harus nya d
 periksa dlu baru pak wowo tanggung
 jawab tapi jangan libat kn APBN
 kasian rakyat pak wowo apa kh pak
 wowo nutupi msh Wiwi Luhut ada
 apa pak",SINISME ,2026-05-26 23:33:19,https://www.facebook.com/200904022444938/posts/728469246355077,Facebook,Negative,-,-,Ahmad Badali
109,fb-comment,Jahat juga wowo,SINISME ,2026-05-26 23:33:19,https://www.facebook.com/200904022444938/posts/728469246355077,Facebook,Negative,-,-,Ucok Sukoco
110,fb-post,"Presiden Prabowo Subianto meminta
 masyarakat tak usah khawatir terhadap
 masalah utang Kereta Cepat Whoosh Jakarta-
 Bandung. Dia mengaku telah menghitung
 dengan cermat operasional transportasi ini dan
 akan bertanggung jawab terhadap pelunasan
 utangnya.
 
 Pr",LITERAL,2026-05-26 23:19:15,https://www.facebook.com/200904022444938/posts/728469246355077,Facebook,Negative,-,-,"2,01E+14"
111,fb-comment,"Tenang,wowo sedang cari pinjaman
 ke prancis",SARKASME,2026-05-26 23:16:37,https://www.facebook.com/100064690628073/posts/1452906803542327,Facebook,Negative,-,-,KangSlamet
112,fb-comment,"Narasinya seolah olah wowo
 berkurban 
 Padahal duit rakyat di pake beli sapi
 oleh negara",SINISME ,2026-05-26 23:16:27,https://www.facebook.com/100064690628073/posts/1452882210211453,Facebook,Negative,-,-,Bondan
113,fb-comment,"Jadi pikiran lo mereka homo?
 Emang banyak yaa cara
 menjatuhkan prabowo...
 Anjenglah kalian.",SINISME ,2026-05-26 23:13:56,https://www.facebook.com/100064690628073/posts/1452808093552198,Facebook,Negative,-,-,Harlis Aria Gunawan
114,fb-comment,"Katanya org kaya, eehhehh ternyata
 cuma ngaku2... Berarti itu kurban
 rakyat indonesialah. Ingat ya bukan
 prabowo. Berdosa klw ngaku2.",SINISME ,2026-05-26 22:56:43,https://www.facebook.com/100064983540027/posts/1418246207018151,Facebook,Negative,-,-,Putrii Pane
115,fb-comment,"Woy pemilih wowok, izin nanya
 dong, itu Presiden lu katanya Kurban
 1.098 ekor Sapi tapi pake APBN, itu
 konsepnye bijimane?
 Dari jaman Nabi sampe saat ini yang
 namanya Kurban itu pake duit
 Pribadi, ini pertama dalam sejarah
 ada Presiden Kurban pake duit Pa",SINISME ,2026-05-26 22:53:56,https://www.facebook.com/100064690628073/posts/1452601653572842,Facebook,Negative,-,-,Andhika Wicaksono
116,fb-comment,"Bapak kau sumbangan prabowo,
 memang anjing media2 ini, itu sapi
 di beli menggunakan uang APBN
 sejak kapan uang itu jadi punya
 prbowo tua bangka itu, jelas2 itu
 uang rakyat",SINISME ,2026-05-26 22:52:37,https://www.facebook.com/100064983540027/posts/1418285197014252,Facebook,Negative,-,-,Novuz Baong EnamsembiLan
117,fb-comment,"2 kata lucu ""sumbangan prabowo??""",,2026-05-26 22:52:37,https://www.facebook.com/100064983540027/posts/1418285197014252,Facebook,Negative,-,-,Kang Amein Go
118,fb-comment,"Demi si teddy apa sih yg ga dilakuin
 wowo, abis dimanjain si teddy di
 kamar hotel. Sekali genjot
 jabatannya naik, pantes aja wowo
 ngomongnya ngaco, dirodok si teddy
 ampe tembus otak.
 Mana mau lebaran di prancis,
 kedoknya sih kunjungan kerja,
 padahal mah m",SARKASME,2026-05-26 22:50:17,https://www.facebook.com/100064690628073/posts/1451928036973537,Facebook,Negative,-,-,Awigwog Awigwog
119,fb-comment,"bangke. 
 itu bukan sapi prabowo, itu sapi
 masyarakat, jangkrik",SINISME ,2026-05-26 22:45:16,https://www.facebook.com/1479166360922092/posts/2412900732529483,Facebook,Negative,-,-,Daeng Jalur
120,fb-comment,"Anggaplah benar, emang presiden
 tidak bisa mencari informasi selain
 yang teddy sampaikan? Atau nurut
 nurut saja dengan teddy? Kalo
 demikian ada kartu AS presiden yang
 teddy pegang.. Cm masih ragu
 sekelas Prabowo Subianto gampang
 diatur atur sama teddy..",SINISME ,2026-05-26 22:32:48,https://www.facebook.com/100064690628073/posts/1451913103641697,Facebook,Negative,-,-,Teguh Carries On
121,fb-comment,"Emg smua mentriny prabowo sakit
 otak ny.",SINISME ,2026-05-26 22:27:39,https://www.facebook.com/61555907220262/posts/122305138358196907,Facebook,Negative,-,-,Ucok Samosir
122,fb-comment,"Semoga cepat dapat momongan
 wowo dan bunda ted",SARKASME,2026-05-26 22:16:56,https://www.facebook.com/100064690628073/posts/1452901753542832,Facebook,Negative,-,-,Aminiko Prayogo
123,fb-comment,"Sapi Dari Prabowo tapi beli sapi nya
 pakai uang APBN, harusnya jgn
 antas namakan dari presiden kalau
 uang buat beli sapi nya masih pake
 APBN/uang pajak rakyat",SINISME ,2026-05-26 21:51:04,https://www.facebook.com/100064983540027/posts/1418193680356737,Facebook,Negative,-,-,Anling Si Poetra Bungsu
124,fb-comment,Sapi prabowo ndasmu,SINISME ,2026-05-26 21:37:17,https://www.facebook.com/100064983540027/posts/1418449450331160,Facebook,Negative,-,-,Zaffar
125,fb-comment,Tolong lah Bank Syariah Indonesia Bank Syariah Nasional Prabowo Subianto Otoritas Jasa Keuangan Kementrian Sekretaris Negara bisa mendidik semua karyawan anda saya tau anda kerja sesuai sop masa ngelihat anak udh ngeraung krn sakit harus kedokter anda,LITERAL,2026-05-26 20:28:32,https://www.facebook.com/bankBSI.ID/posts/pfbid023ZaAbjvUvqTeAkd8uZirAi2JAMyKj5KBExyg2RdqKhNdgGVcBfdpBG4Mtx4o19JKl?comment_id=1683235906034026,Facebook,Negative,-,-,"6,16E+13"
126,fb-comment,"PENYAKIT ORBA KAMBUH LAGI. SEGERAH NEPAL KAN PRABOWO & GIBRAN,,,,!",SINISME ,2026-05-26 20:24:03,https://www.facebook.com/videotribunnews/posts/pfbid02w2wUwsMgqmSXNNDKmzj7rSAbZGErwe4gVkCTkBrSv5qSQknxuu9KptrP1qgmz9Zxl?comment_id=960788220052192,Facebook,Negative,-,-,sity.genar
127,fb-comment,Pemilih prabowo semua....,LITERAL,2026-05-26 19:21:19,https://www.facebook.com/100064690628073/posts/1452665660233108,Facebook,Negative,-,-,Anton Saputra
128,fb-comment,"Kalo perang ga punya strategi, paling
 angkat bendera putih Ã°ÂŸÂ¤Â£ kaya si
 wowo, nyerah di perang dagang
 sama paman nya",SARKASME,2026-05-26 19:20:27,https://www.facebook.com/100064690628073/posts/1452759323557075,Facebook,Negative,-,-,Cepy Axu
129,fb-comment,Ajak ajak Prabowo Subianto,IRONI,2026-05-26 19:03:31,https://www.facebook.com/100051755484338/posts/1526210752447426,Facebook,Negative,-,-,Ryan Zet
130,fb-post,"Presiden Prabowo Subianto akan menyerahkan
 bantuan korban sebanyak 1.098 ekor sapi pada
 perayaan Har Raya Idul Adha 1447 hijriah.
 
 Wakil Menteri Sekretaris Negara
 (Wamensesneg), Juri Ardiantoro merinci
 bantuan sapi ini akan dibagiakan kepada 552
 daerah, y",LITERAL,2026-05-26 19:00:00,https://www.facebook.com/100053559360916/posts/1565395305255767,Facebook,Negative,-,-,KontanNews
131,fb-post,"Sejumlah serikat petani kelapa sawit
 mendatangi kantor Kementerian Pertanian RI di
 Jakarta Selatan, memprotes ekspor CPO satu
 pintu yang digulirkan Presiden Prabowo
 Subianti, Selasa (26/5/2026) pagi.
 
 Serikat petani sawit yang menyampaikan
 aspirasi antara",LITERAL,2026-05-26 19:00:00,https://www.facebook.com/100064983540027/posts/1418476200328485,Facebook,Negative,-,-,tribunnews
132,fb-post,"Detik-detik Sapi Kurban Prabowo Ngamuk di
 Masjid Al Akbar Surabaya, Warga Berlarian
 Selamatkan Diri
 
 Humas Masjid Al Akbar Surabaya, Helmy M
 Noor menduga sapi tersebut stres dan
 kelelahan seusai menempuh perjalanan dua
 jam lebih.
 
 Ikuti saluran WhatsApp T",LITERAL,2026-05-26 19:00:00,https://www.facebook.com/100064983540027/posts/1418449450331160,Facebook,Negative,-,-,tribunnews
133,fb-comment,"woi Prabowo Subianto ini apa sebab
 di Aceh selalu gelap gulita listrik
 padam selalu !!!!!! tolong kau urus
 PLN YG GAK JELAS ITU , KEMAREN
 ITU BANJIR BANDANG DI ACEH
 LISTRIK 30 HARI GAK SIAP2 INI
 SEKARANG APA LAGI UDAH 4 HARI
 TIAP MALAM MATI LISTRIK SELAL",SINISME ,2026-05-26 19:00:00,https://www.facebook.com/100044501016660/posts/1523885682438118,Facebook,Negative,-,-,AR Rahman Ammanah
134,fb-post,"Presiden Prabowo Subianto meneken Peraturan
 Pemerintah (PP) soal Tata Kelola Ekspor
 Komoditas Sumber Daya Alam (SDA), yang
 salah satunya mengatur skema ekspor satu
 pintu komoditas strategis oleh badan usaha
 milik negara (BUMN). BUMN yang lantas
 ditunjuk p",LITERAL,2026-05-26 19:00:00,https://www.facebook.com/100069391441539/posts/1317448830578153,Facebook,Negative,-,-,katadatacoid
135,fb-post,"Wakil Menteri Sekretaris Negara Juri Ardiantoro
 menyampaikan Presiden Prabowo membeli
 1.098 ekor sapi yang akan dibagikan ke setiap
 kota dan kabupaten se-Indonesia pada Idul
 Adha 2026. Juri mengatakan sumber anggaran
 itu berasal dari Anggaran Pendapatan d",LITERAL,2026-05-26 19:00:00,https://www.facebook.com/100044234175925/posts/1572418947575896,Facebook,Negative,-,-,mdtelevisi
136,fb-comment,"BBM mahal barang mahal semua,
 semua nya pada naik barang barang
 astaghfirullah astaghfirullah
 astaghfirullah Prabowo Subianto
 Prabowo Subianto Prabowo
 Subianto Prabowo Subianto
 Prabowo Subianto Prabowo
 Subianto Setkab RI Kementerian
 Sekretariat Negara RI",REPETISI,2026-05-26 19:00:00,https://www.facebook.com/100044501016660/posts/1517220069771346,Facebook,Negative,-,-,Ari Ana
137,fb-comment,"DI OTAK WOWO HANYA MBG DEMI
 2029",SARKASME,2026-05-26 19:00:00,https://www.facebook.com/100053559360916/posts/1564284205366877,Facebook,Negative,-,-,Aziz S
138,fb-comment,"woi Prabowo Subianto ini apa sebab
 di Aceh selalu gelap gulita listrik
 padam selalu !!!!!! tolong kau urus
 PLN YG GAK JELAS ITU , KEMAREN
 ITU BANJIR BANDANG DI ACEH
 LISTRIK 30 HARI GAK SIAP2 INI
 SEKARANG APA LAGI UDAH 4 HARI
 TIAP MALAM MATI LISTRIK SELAL",SINISME ,2026-05-26 19:00:00,https://www.facebook.com/100044501016660/posts/1527300532096633,Facebook,Negative,-,-,AR Rahman Ammanah
139,fb-comment,"Dolar bisa turun kalau Prabowo
 sementara puasa berpidato paling
 tidak 3 bulan, Buktikan !
 Sebaliknya kalau trs pidato rupiah
 akan smakin terpuruk",SINISME ,2026-05-26 19:00:00,https://www.facebook.com/100044398540615/posts/1661843268638942,Facebook,Negative,-,-,Adri Busono
140,fb-post,"Ekspor Ganti Tuan #prabowo #danantara
 #bumn #batubara #sawit",LITERAL,2026-05-26 19:00:00,https://www.facebook.com/1311891821/posts/10245291837333082,Facebook,Negative,-,-,akakristianto
141,fb-comment,"*Saat Propaganda Gagal, Gereja Dijadikan Tameng Baru*
 
 Di bawah pemerintahan Prabowo Subianto, pembangunan Papua makin masif.
 Tentara Nasional Indonesia ikut mengawal pembangunan masuk sampai pelosok agar rakyat Papua tidak terus hidup dalam isolasi dan a",LITERAL,2026-05-26 16:55:06,https://www.facebook.com/permalink.php?story_fbid=pfbid02A5YVGMPFwT8whmQH9nH2cx8oDMqUBoFcSt7ykck9qg5QhXPM2TuGUeE1rVMK3ySGl&id=61577330098560&comment_id=1459559125858718,Facebook,Negative,-,-,rio.cuki.18
142,fb-post,"Pada momentum Idul Adha 2026 ini, Presiden
 RI Prabowo Subianto membeli hewan kurban
 dari peternak lokal di berbagai daerah.
 
 Menariknya, sapi kurban yang dibeli Prabowo
 memiliki nama unik dan ciri khas masing-
 masing. Seperti sapi milik peternak Supardion",LITERAL,2026-05-26 16:50:50,https://www.facebook.com/100064983540027/posts/1418193680356737,Facebook,Negative,-,-,tribunnews
143,fb-post,"Ã¢Â€ÂœPrajurit batalyon bisa jadi imam masjid.Ã¢Â€Â
 
 Pernyataan Menteri HAM ini menunjukkan
 bagaimana TNI di era Prabowo makin masuk
 ke ruang sipil, dari MBG, pangan, kesehatan,
 pendidikan, sampai agama.
 
 Padahal di saat yang sama, keterlibatan aparat
 ju",SINISME ,2026-05-26 15:54:53,https://www.facebook.com/100064576094245/posts/1562422039253651,Facebook,Negative,-,-,marsinahdotid
144,fb-comment,"Prabowo Subianto nyawa kok 10
 bulan...",SARKASME,2026-05-26 15:28:01,https://www.facebook.com/100044438889371/posts/1604063787751569,Facebook,Negative,-,-,Sigit WePe
145,fb-comment,Gila emang rezin wowo ini,SINISME ,2026-05-26 15:26:02,https://www.facebook.com/100044438889371/posts/1604070431084238,Facebook,Negative,-,-,Indrada J Atmaja
146,fb-comment,Parjo menjadi anak emas Wowo,SINISME ,2026-05-26 15:26:01,https://www.facebook.com/100044438889371/posts/1604063787751569,Facebook,Negative,-,-,Kang Arno
147,fb-comment,"Duit negara katanya, kok sapi
 prabowo?",SINISME ,2026-05-26 15:04:04,https://www.facebook.com/100064785513882/posts/1436513801851457,Facebook,Negative,-,-,Mat Pipa
148,fb-comment,"Korban rakyat nkri itu bukan korban
 PK Prabowo kalo duit belinya pake
 anggaran apbn",SINISME ,2026-05-26 14:39:32,https://www.facebook.com/100044438889371/posts/1604033814421233,Facebook,Negative,-,-,Dedy Surawan Triananto
149,fb-post,"Prabowo Tak Salat Idul Adha di
 
 Tanah Air",LITERAL,2026-05-26 14:23:44,https://www.facebook.com/100064690628073/posts/1452601653572842,Facebook,Negative,-,-,TempoMedia
150,fb-comment,"Presiden Prabowo, sudah bermental
 budak Londo, monyet Zionis...
 Tolol, Buta dan Tuli..!!!
 
 kalau untuk Anda sendiri, silakan
 pilih jalan iblis Pak Prabowo...!!!!!
 saya tidak peduli..
 
 Presiden Prabowo bermental lemah
 dan bermoral rendah..
 makanya mau menj",SARKASME,2026-05-26 14:16:38,https://www.facebook.com/100078082507525/posts/943463291599746,Facebook,Negative,-,-,Mahdi Muhammad
151,fb-comment,"Prof..bilang lah sama pak Prabowo..
 Lirik lag kami di Aceh Tengah",IRONI,2026-05-26 13:51:33,https://www.facebook.com/100058071998047/posts/1355148063097581,Facebook,Negative,-,-,Sayed Nazir
152,fb-post,"Presiden Prabowo Subianto menyalurkan 1.098
 ekor sapi kurban pada Hari Raya Idul Adha
 1447 Hijriah yang seluruhnya berasal dari
 peternak lokal dan terdiri atas sapi premium
 dengan bobot di atas 800 kilogram hingga 1,3
 ton.
 
 Ã°ÂŸÂ”Â½Ã°ÂŸÂ”Â½Ã°ÂŸÂ”Â½
 Baca s",LITERAL,2026-05-26 13:50:51,https://www.facebook.com/100064785513882/posts/1436513801851457,Facebook,Negative,-,-,antaranewsdotcom
153,fb-post,"Juri mengatakan sapi yang disalurkan ke
 Masjid Istiqlal tersebut seberat 1,3 ton. Hal ini
 sesuai standar ukuran sapi Presiden RI untuk
 hewan kurban.",LITERAL,2026-05-26 13:32:20,https://www.facebook.com/100044438889371/posts/1604033814421233,Facebook,Negative,-,-,liputan6online
154,fb-comment,"Wowo malah mau jalan jalan ke
 Paris lagi Ã°ÂŸÂ˜ÂŽ",SARKASME,2026-05-26 13:32:05,https://www.facebook.com/100064478511516/posts/1434817388677531,Facebook,Negative,-,-,Cantika Rose Merry
155,fb-comment,"Semoga Bapak Prabowo Subianto
 dgn Mas Gibran anak Bapak Jokowi
 Sukses Sll dlm melaksanakan tugas
 dan aktivitas sht sll sklrg dan sll dlm
 lindungan Allah SWT 2 Oke Penulis
 Lokasi den kini di Mualab Solok
 Selatan MohLabuah SumBar dakok
 Musajid Lamo panggila",LITERAL,2026-05-26 13:21:36,https://www.facebook.com/100044476747523/posts/1494375472054997,Facebook,Negative,-,-,Husniwarti Us
156,fb-post,"PESTA BABI DI MANA-MANA
 
 Pria ini sering ke mana-mana hanya pakai kaos
 oblong. Tidak pernah masuk daftar Forbes
 dunia. Tidak suka sorotan kamera. Tidak
 pernah berpidato di forum nasional.
 
 Tapi dia mungkin adalah orang paling
 berpengaruh di Indonesia yang",IRONI,2026-05-26 12:54:04,https://www.facebook.com/4021832254535027/posts/27331222453169345,Facebook,Negative,-,-,"4,02E+15"
157,fb-comment,"Wowo g pantas JD presiden. ..
 segeralah berhenti wowor",SINISME ,2026-05-26 12:00:00,https://www.facebook.com/3682742118696340/posts/3901941633443053,Facebook,Negative,-,-,Amirulloh Ismail
158,fb-comment,"Koq gak sekalian jual negara
 indonesia ,kan dapat duit banyak 
 kamu tinggal ongkang - ongkang
 menikmatinya ... hai wowo.",SARKASME,2026-05-26 11:49:28,https://www.facebook.com/61564139261250/posts/122188000610471308,Facebook,Negative,-,-,Ngadenan Mi
159,fb-comment,"Katanya Prabowo Indonesia mau
 bubar seperti Timor-Leste bubarnya
 karena wowo dulu demi bisnis
 keuntungan pribadi sendiri wowo
 korbankan rakyatnya dan negara
 sendiri itu tujuan wowo kalo
 Indonesia bubar biar diambil AS dan
 Israel bisnisnya bagus.mendingan",SINISME ,2026-05-26 11:01:57,https://www.facebook.com/100000091376577/posts/27736189332634073,Facebook,Negative,-,-,Adi Wan Sutomo
160,fb-comment,Salah pilih mentri ...wowo aduh ampun dah,SINISME ,2026-05-26 11:01:40,https://www.facebook.com/permalink.php?story_fbid=pfbid02SNFGW6HAxiU7rqi5uWcCHogUwVfK2vGzfvZJNnhpe9W2BTAZv9JbaeccNrPWcA5l&id=100095127376459&comment_id=1518018456331506,Facebook,Negative,-,-,"1,00E+14"
161,fb-comment,"Nenek pikun lg nyamar sedih.
 Jadiin 1 ama wowo aja, biar seru,
 samaÃ‚Â² pikun adu argumen Ã°ÂŸÂ˜Â†Ã°ÂŸÂ˜Â†",SARKASME,2026-05-26 10:05:39,https://www.facebook.com/61554347652163/posts/122243461166144921,Facebook,Negative,-,-,Andrian Putra
162,fb-comment,"Haha..sign kiri belok kanan..
 
 Baru pertama sejak Indonesia merdeka, BUMN tersebut dipimpin WNA, artinya secara terang2an kedaulatan mulai DIGADAIKAN.
 
 Kenapa harus Warga Australia??
 
 Jawabnya sederhana..Pesta Babi, adalah pengerusakan hutan secara sistem",SINISME ,2026-05-26 9:48:26,https://www.facebook.com/warta.ekonomi/posts/pfbid028x1hoAWNgeQZL1xC2pDvn2hvVeex5xfYhhLjWmdWAvb8amtp7CQdfV7t2zEZwaJql?comment_id=1381258957397507,Facebook,Negative,-,-,"6,16E+13"
163,fb-comment,"Di TANGAN PRABOWO INDONESIA
 SEMAKIN KACAU KORUPSI BESAR-
 BESARAN dan KEJAHATAN DIMANA-
 MANA... LAYAKNYA PRABOWO
 SEGERA TURUN SEBELUM HANCUR",SINISME ,2026-05-26 9:06:00,https://www.facebook.com/100064690628073/posts/1449290980570576,Facebook,Negative,-,-,Balu Hap
164,fb-post,"Tentara Nasional Indonesia ditugasi banyak hal
 di ranah sipil oleh pemerintahan Prabowo
 Subianto. Setelah mengawal pembangunan
 gerai Koperasi Desa/Kelurahan Merah Putih,
 mengelola dapur makan bergizi gratis (MBG),
 hingga ikut program swasembada pangan, ki",LITERAL,2026-05-26 8:27:44,https://www.facebook.com/100064690628073/posts/1452383733594634,Facebook,Negative,-,-,TempoMedia
165,fb-comment,Teruskorbanya bukan masyarakat mentri goblok kok di pilih to pak wowo ada yang bener membela haknya kemana ham giliran ada penjahat muncul ham atau memang penjahat ini peliharaanya kementrian ham,SINISME ,2026-05-26 8:20:29,https://www.facebook.com/groups/3035050270070964/posts/4496591967250113/?comment_id=4497212240521419,Facebook,Negative,-,-,djoyo.oedho.5
166,fb-comment,"Cukup hubungi pak presiden lewat
 WhatsApp HP kan simple tidak perlu
 masuk istana presiden Prabowo juga
 butuh istrht Ã°ÂŸÂ˜Â„Ã°ÂŸÂ˜Â„",IRONI,2026-05-26 7:30:48,https://www.facebook.com/100064690628073/posts/1451925400307134,Facebook,Negative,-,-,Yansin Sasaka
167,fb-comment,"Begal kok di lindungi, koruptor di lindungi, masyarakat miskin di sengsarakan, itulah konoha ni, dasar antek"" Wowo",SINISME ,2026-05-26 7:04:48,https://www.facebook.com/groups/3035050270070964/posts/4496591967250113/?comment_id=4497158287193481,Facebook,Negative,-,-,sugito.tamang.2025
168,fb-comment,"Wowo jual negara konoha ke
 amerika ...gila",SARKASME,2026-05-26 7:00:00,https://www.facebook.com/100055612816727/posts/1595691412294604,Facebook,Negative,-,-,Sebastian Rachmat
169,fb-comment,Si wowo sdh tak punya maluuuuuu,SARKASME,2026-05-26 6:53:24,https://www.facebook.com/1267949420592960/posts/1982925489095346,Facebook,Negative,-,-,Abd Rais
170,fb-post,"Tentara Nasional Indonesia ditugasi banyak hal
 di ranah sipil oleh pemerintahan Prabowo
 Subianto. Setelah mengawal pembangunan
 gerai Koperasi Desa/Kelurahan Merah Putih,
 mengelola dapur makan bergizi gratis (MBG),
 hingga ikut program swasembada pangan, ki",LITERAL,2026-05-26 6:28:00,https://www.facebook.com/100064690628073/posts/1452347093598298,Facebook,Negative,-,-,TempoMedia
171,fb-comment,"KRNA PRABOWO YANG JADI PRESIDEN JADI AMAN,, COBA KALU YG 24% JADI PASTI KACAU",LITERAL,2026-05-26 5:39:27,https://www.facebook.com/videotribunnews/posts/pfbid02fD1ZL6fWxCXd7creoeXUR37bHLjhXvpk8gvFLTxAVkwNUJq5iytmVzy116SWnS32l?comment_id=1623119425442307,Facebook,Negative,-,-,"6,16E+13"
172,fb-comment,"INGAT!!! PRABOWO SUBIANTO
 SANGAT KECEWA KARENA TIM
 SEPAKBOLA NASIONAL NEGARA
 REPUBLIK INDONESIA GAGAL
 MENGIKUTI PERTANDINGAN
 SEPAKBOLA PIALA DUNIA FIFA
 PERTENGAHAN BULAN JUNI 2026.
 PRABOWO SUBIANTO SANGAT
 AMBISIUS DI ERA KEKUASAANNYA
 TIM SEPAKBOLA NASIONA",LITERAL,2026-05-26 3:26:27,https://www.facebook.com/100064690628073/posts/1452001500299524,Facebook,Negative,-,-,Nabila Bila
173,fb-comment,Ayoo.. semua elemen masyarakat netizen kita kompak bikin Wowo terguling dari istana negara karena sudah menghancurkan masa depan anak bangsaa..Ã°ÂŸÂ”Â¥Ã°ÂŸÂ”Â¥,SINISME ,2026-05-26 1:38:12,https://www.facebook.com/groups/207100049320404/posts/27567030849567288/?comment_id=27580536494883390,Facebook,Negative,-,-,okinawa.188909
174,fb-comment,"Kalu saya jadi prabowo tinggal sita
 ini kebun sawit udah jelas ini malah
 ngebabat hutan kelamaan pa
 prbowo sebelum panen sudah mati",SINISME ,2026-05-26 1:24:05,https://www.facebook.com/100063941251135/posts/1316660130475350,Facebook,Negative,-,-,Mb
175,fb-comment,"AYO RAKYAT INDONESIA ..
 SAUDARA2..
 Salah satu yg merusak dan
 memiskinkan RAKYAT INDONESIA
 adalah KARTEL MAFIA OLIGARKI
 HUTAN,SAWIT,TAMBANG
 AYO RAKYAT INDONESIA...BANGKIT.
 .BASMI KARTEL MAFIA OLIGARKI
 HUTAN,SAWIT,TAMBANG 
 Prabowo Subianto 
 Purbaya Yudhi Sa",HIPERBOLA,2026-05-26 1:24:05,https://www.facebook.com/100063941251135/posts/1316660130475350,Facebook,Negative,Asta Cita,Asta Cita 2,Denny Sianipar
176,fb-comment,"Hallo Prabowo Subianto , #tedi_bharata , Rosan Roeslani , Badan Pengaturan BUMN & semua orang @pengikut nya : ketika seluruh BUMN plus asetnya 1000 milyar $ USA sudah disabotase dan dorampok oleh #danantara_ilegal yang itu artinya BUMN kini sudah tidak a",HIPERBOLA,2026-05-25 23:07:24,https://www.facebook.com/bumngoid/posts/pfbid0sZkjY23xEamYveMVYM3VxhSZ6njFocmun82EPsDfgAVz5tmeeFJDjU3AVQMVtgt7l?comment_id=1004796425415389,Facebook,Negative,-,-,"1,00E+14"
177,fb-comment,"Udah waktunya Indonesia bebas preman berkedok ormas , rakyat udah jenuh dg tingkah polah ormas preman , bikin gaduh , kekacauan , ribut , memeras rakyat , meneror , memalak , ayo pemerintah bubarkan aja yg beginian , ayo Pak Prabowo sikat aja yg beginia",LITERAL,2026-05-25 21:21:26,https://www.facebook.com/groups/3682742118696340/posts/3907814942855722/?comment_id=3907838462853370,Facebook,Negative,-,-,edy.keramik
178,fb-post,"Presiden Prabowo Subianto memberikan
 taklimat kepada 1.000 siswa perwira TNI dan
 Polri di Sekolah Staf dan Komando TNI
 Angkatan Darat (Seskoad), Bandung.",LITERAL,2026-05-25 21:16:14,https://www.facebook.com/100044438889371/posts/1603449201146361,Facebook,Negative,-,-,liputan6online
179,fb-post,"Pembentukan family office di Indonesia tinggal
 beberapa langkah setelah usulan disetujui oleh
 Presiden Prabowo. Berikut ini 10 family office
 terbesar di dunia.",LITERAL,2026-05-25 21:14:09,https://www.facebook.com/100044438889371/posts/1603457621145519,Facebook,Negative,-,-,liputan6online
180,fb-post,"Seekor sapi jumbo jenis Simental milik seorang
 guru olahraga asal Kabupaten Probolinggo,
 Jawa Timur, terpilih menjadi hewan kurban
 Presiden Prabowo Subianto pada Hari Raya
 Iduladha 2026. Sapi bernama Ronggo Waseso
 itu dibeli dengan harga fantastis mencapa",LITERAL,2026-05-25 20:30:53,https://www.facebook.com/100064616172900/posts/1426127086217817,Facebook,Negative,-,-,sindonews
181,fb-comment,"Prabowo Subianto nih wo cobaa
 gimana solusinya",RETORIS,2026-05-25 20:30:30,https://www.facebook.com/100064690628073/posts/1451756140324060,Facebook,Negative,-,-,Roni Triam Budi
182,fb-comment,"Wowo jadi gak ada harga dirinya
 demi bunda Tedi Ã°ÂŸÂ¤Â£",SARKASME,2026-05-25 20:25:10,https://www.facebook.com/100064690628073/posts/1451910710308603,Facebook,Negative,-,-,Hasan Bisri Pratama
183,fb-comment,"Konoha sdh hancur oleh anak pki yg berijazah palsu , di tambah lg kehancurannya oleh wowo , yg didukung si wiwi. 
 Dr Indonesia merdeka hny wowo yg terang2an merangkul sirael , pembantai rakyat Plestine",SINISME ,2026-05-25 19:48:06,https://www.facebook.com/groups/3682742118696340/posts/3904303873206829/?comment_id=3907759312861285,Facebook,Negative,-,-,endah.witri.948
184,fb-comment,"Aku bingung kurasa gak ada menterinya Prabowo yg bagus dan pintar, gimana ni pak Wowo, ganti sajalah cari yg cerdas",SINISME ,2026-05-25 19:41:35,https://www.facebook.com/groups/3035050270070964/posts/4496591967250113/?comment_id=4496603853915591,Facebook,Negative,-,-,indra.kibo.568
185,fb-comment,"Prabowo Subianto kok makin
 rungkad terus tp katanya Indonesia
 kuatÃ¢Â˜Â•Ã°ÂŸÂšÂ¬ mana satu yg betul kah
 ini(?)",SINISME ,2026-05-25 19:00:00,https://www.facebook.com/100053559360916/posts/1563443755450922,Facebook,Negative,-,-,Yosef Liem
186,fb-post,"Bahkan Prabowo Menyiapkan
 Jalan Teddy Sampai Jadi
 Jenderal",LITERAL,2026-05-25 19:00:00,https://www.facebook.com/100064690628073/posts/1451930196973321,Facebook,Negative,-,-,TempoMedia
